,商品名,价格,店铺,销量,省份
1487,稻香村月饼礼盒金丝枣蓉奶油椰蓉双黄莲蓉多口味中秋团购送礼,88.0,绿森官方旗舰店,0.0,浙江
1488,稻香村快乐中秋月饼礼盒流心红茶抹茶红豆月饼多口味中秋送礼团购,108.0,绿森官方旗舰店,0.0,浙江
1489,广州酒家 双黄纯白莲蓉月饼750g铁盒装广式月饼中秋节日送礼手信,168.0,广州酒家旗舰店,5500.0,广东
1490,广州酒家好事成双双黄纯白莲蓉月饼礼盒650g蛋黄月饼广式中秋送礼,168.0,广州酒家旗舰店,3925.0,广东
1491,呈味空间徐福记中秋流金月饼礼盒装6枚手工流心多口味中秋送礼,208.0,徐福记官方旗舰店,4.0,广东
1492,【百草味-奶黄流心月饼礼盒400g/8只】多口味流沙蛋黄中秋,128.0,百草味旗舰店,745.0,浙江
1493,【百草味-流心奶黄月饼组合】水果多口味卤肉散装零食中秋礼,29.9,百草味旗舰店,1447.0,浙江
1494,知味观知味迎月中秋月饼礼盒装木糖醇百果蛋黄莲蓉馅团购送礼礼品,99.9,知味观官方旗舰店,2.0,浙江
1495,【直播专享】知味观流心奶黄月饼礼盒装网红流心奶黄芝士流心酥,89.9,知味观官方旗舰店,81.0,浙江
1496,新品【良品铺子-留香经典月礼盒402g】鲜果月饼礼盒装送礼中秋,108.0,良品铺子旗舰店,50000.0,湖北
1497,新品【良品铺子-良辰鲜果月礼盒492g】鲜果月饼礼盒装送礼中秋,158.0,良品铺子旗舰店,2737.0,湖北
1498,来伊份核月共赏 王一博同款月饼礼盒中秋节送礼网红糕点点心,158.0,来伊份官方旗舰店,3245.0,上海
1499,来伊份广式陈皮豆沙月饼210g苏式传统糕点点心网红小零食酥皮美食,24.8,来伊份官方旗舰店,26.0,上海
1500,双黄白莲蓉蛋黄月饼广式五仁豆沙多口味散装老月饼礼盒装中秋送礼,59.0,思熟旗舰店,359.0,广东
1501,故宫月饼圆盒扶摇朕的心意创意礼品北京国庆宫里过中秋蛋黄月饼新,398.0,馨海普惠,51.0,北京
1502,徐福记中秋月饼礼盒装4枚水果蛋黄多口味送礼200g广式手工食品,69.9,徐福记官方旗舰店,2320.0,广东
1503,杏花楼金祺月月饼礼盒640g广式中秋豆沙蛋黄莲蓉月饼铁盒装实物,124.2,上海迎礼商贸,73.0,上海
1504,一出好戏创意中秋月饼礼盒装蛋黄牛肉高档手提礼品盒送礼团购定制,228.0,十二紫翼1990,88.0,江苏
1505,85度C月饼券中秋月饼礼盒提货券月饼票128型金秋颂月 江浙沪使用,77.0,love_barbie24,50.0,上海
1506,金尊广式网红流心奶黄小月饼中秋糕点零食团购送礼礼盒装,49.9,金尊旗舰店,641.0,广东
1507,古蜀食月知秋570g中秋礼盒火腿五仁月饼广式紫苏炭烧咖啡滇式云腿,198.0,古蜀旗舰店,29.0,四川
1508,中国香港元朗荣华致味流心迷你精选月饼蛋黄莲蓉中秋送礼礼盒包邮,208.0,元朗荣华官方旗舰店,257.0,广东
1509,童年回忆中秋广式小月饼散装零食多口味礼盒装咸蛋黄莲蓉老式糕点,12.9,童年回忆旗舰店,10000.0,安徽
1510,中秋限定中国台湾微热山丘凤梨奶黄月饼礼盒中秋送礼进口,279.0,天猫国际进口超市国内现货,3.0,上海
1511,八马茶食品 月饼中秋茶月饼茉莉奶黄月饼明心耀月月饼礼盒45g*8个,168.0,八马旗舰店,19.0,广东
1512,旺旺旺月欢聚中秋礼盒99预售黑芝麻松仁综合口味430g月饼礼盒送礼,129.0,旺旺食品旗舰店,109.0,湖南
1513,预售2020中秋 哈根达斯 跨界联名款 玲珑心意 中秋月饼冰淇淋礼券,267.0,哈根达斯旗舰店,243.0,上海
1514,预售2020中秋 哈根达斯 跨界联名款 七星伴月 中秋月饼冰淇淋礼券,497.0,哈根达斯旗舰店,331.0,上海
1515,【直营】中国香港美心流心奶黄月饼礼盒进口港式特产中秋糕点月饼,368.0,天猫国际进口超市国内现货,152.0,上海
1516,新品【三只松鼠_流心好礼月饼480g/8只】中秋送礼盒装多口味网红,129.0,三只松鼠旗舰店,3181.0,安徽
1517,新品【三只松鼠_奶黄流心月饼300g/6只】中秋送礼传统礼盒装礼包,89.0,三只松鼠旗舰店,15000.0,安徽
1518,中国香港半岛精品店-半岛酒店迷你奶黄月饼8颗装中秋送礼礼盒港式,438.0,半岛食品旗舰店,4013.0,浙江
1519,麦轩蛋黄酥莲蓉酥皮月饼6枚抹茶香芋多口味礼盒散装糕点深圳特产,82.8,wffishman,120.0,广东
1520,上海杏花楼月饼广式散装老式豆沙椰蓉五仁蛋黄莲蓉月饼100g*6只,51.8,世恩食品专营店,242.0,上海
1521,荃盛广式蛋黄莲蓉月饼豆沙60g*5只五仁月饼散装多口味中秋节团购,16.9,荃盛旗舰店,2026.0,浙江
1522,香港美心流心奶黄月饼礼盒8个装流沙蛋黄港式进口西饼送礼品中秋,318.0,起航飞越,20.0,广东
1523,润之禧木盒月饼礼盒装流心奶黄五仁中秋节高端企业定制送礼品团购,149.0,润之禧旗舰店,15.0,浙江
1524,五芳斋月饼礼盒装 蛋黄莲蓉豆沙多口味广式月饼中秋送礼团购批发,59.9,久味食品专营店,153.0,浙江
1525,哈根达斯月饼券268型玲珑心意冰淇淋月饼提货券北京上海全国通用,214.4,淘淘的小店儿,872.0,北京
1526,金尊双黄莲蓉豆冬蓉水果椰皇味月饼多口味中秋送礼礼盒装团购,49.9,mysterymen,302.0,广东
1527,哈根达斯498型七星伴月中秋月饼券冰激凌礼盒配送券礼品提货券,373.5,qinjing1982,14.0,上海
1528,桃李幸福团圆月饼礼盒1000g 蛋黄白莲蓉广式五仁多口味月饼团购,299.0,天猫超市,1.0,上海
1529,桃李蛋皮月饼散装椒盐味500g 中秋京式厚皮传统月饼团购,39.8,天猫超市,9.0,上海
1530,百年品牌中华老字号吉庆祥云腿月饼散装云南滇式宣威火腿糕点50g,9.9,天猫超市,2.0,上海
1531,采芝斋 百果苏式月饼360g/筒 老字号纯手工制作,24.8,天猫超市,7.0,上海
1532,稻香村流心水果苏月礼盒8饼2味流心凤梨蓝莓月饼中秋送礼团购,158.0,稻香村食品旗舰店,11.0,北京
1533,稻香村感恩礼800g中秋月饼礼盒装豆沙枣泥流心奶黄莲蓉蛋黄送礼,180.0,稻香村食品旗舰店,27.0,四川
1534,【二盒装】五芳斋望月流心月饼礼盒+咸鸭蛋礼盒中秋节送礼品团购,149.0,五芳斋官方旗舰店,3.0,浙江
1535,五味和小神驾到月饼中秋多口味豆沙蛋黄巧克力流心酥皮月饼礼盒,340.0,绿森官方旗舰店,0.0,浙江
1536,五芳斋广式月饼礼盒装奶黄流心抹茶红豆多口味月饼望月中秋节送礼,178.0,五芳斋官方旗舰店,25.0,浙江
1537,广州酒家五仁月饼礼盒广式月饼团购中秋送礼盒品粤月饼节日送礼,158.0,广州酒家旗舰店,672.0,广东
1538,【百草味-月饼伴手礼240g/4只】咸蛋黄流心奶黄多口味中秋礼,49.9,百草味旗舰店,717.0,浙江
1539,【百草味-嘟嘟月饼形伴手礼240g/4只】多口味蛋黄肉松中秋送礼,59.9,百草味旗舰店,132.0,浙江
1540,广州酒家 阿胶月饼礼盒650g广式月饼阿胶双黄中秋节日送礼,168.0,广州酒家旗舰店,27.0,广东
1541,【99预售】知味观清风揽月中秋节荷花酥月饼礼盒装高档团购送礼,158.0,知味观官方旗舰店,25.0,浙江
1542,【99预售】知味观火箭盒中秋月饼礼盒装芝士流心奶黄饼送礼品团购,128.0,知味观官方旗舰店,8.0,浙江
1543,【良品铺子-月见果手礼300g/6枚】月饼礼盒散装多口味礼盒装送礼,39.9,良品铺子旗舰店,1576.0,湖北
1544,新品【良品铺子-散月组合230g】水果月饼散装多口味流心奶黄月饼,31.9,良品铺子旗舰店,2840.0,湖北
1545,【99预售】徐福记中秋礼盒4枚官方蛋黄月饼礼盒装送礼多口味200g,69.9,徐福记官方旗舰店,17.0,广东
1546,【新品】来伊份小食光月饼礼盒280g伴手礼中秋节送礼蛋黄莲蓉月饼,39.9,来伊份官方旗舰店,15000.0,上海
1547,【直营】中国香港美心双黄莲蓉月饼进口港式蛋黄月饼礼盒,338.0,天猫国际进口超市国内现货,2.0,上海
1548,中国香港美心陈皮豆沙月饼蛋黄进口港式中秋送礼礼盒420g,338.0,天猫国际进口超市国内现货,0.0,上海
1549,预售 来伊份广式黄皮流心奶黄月饼礼盒200g中秋网红糕点,58.0,来伊份官方旗舰店,5500.0,上海
1550,新品【三只松鼠_鼠芝味月饼480g/8只】中秋节送礼盒装多口味网红,158.0,三只松鼠旗舰店,1048.0,安徽
1551,广州酒家月饼双黄白莲蓉利口福七星伴月广式中秋月饼馅礼盒装送礼,168.0,时光轮正品店,340.0,广东
1552,云腿月饼礼盒装10枚中秋节送礼云南特产火腿蛋黄五仁月饼多口味,49.8,新益号茶叶旗舰店,145.0,云南
1553,中秋流心奶黄月饼广式手工蛋黄流沙陷酥皮高档礼盒装8个送礼 定制,98.0,6767257qqq,394.0,广东
1554,香港美心流心奶黄月饼8个装 港版中秋送礼礼盒券港式进口蛋黄流沙,288.0,beima100,173.0,广东
1555,望食客清真桃山皮流心燕窝月饼礼盒木质企业私人定制logo福利口味,199.0,望食客旗舰店,55.0,河南
1556,【小马家】南台月月饼 典藏礼盒 酥皮莲蓉蛋黄云腿月饼小马家,599.0,泡沫vs天堂,47.0,四川
1557,吴川金九伍仁金腿酥皮2斤传统广式手工月饼1000g礼袋装中秋团购礼,208.0,馋嘴猫的零食屋,75.0,广东
1558,温州苍南桥墩周兴豪月饼正宗特产鲜肉五仁老式手工蛋黄中秋大月饼,32.0,周兴豪旗舰店,1551.0,浙江
1559,知味观流心奶黄月饼礼盒装网红芝士蛋黄流心酥中秋节送礼礼品团购,89.9,杭州知味观,168.0,浙江
1560,正宗化州拖罗饼老式手工金腿伍仁椰丝中秋大月饼广东吴川特产送礼,39.0,肌小萌旗舰店,225.0,广东
1561,上海功德林净素月饼 无添加蔗糖中秋月饼礼盒苏式酥皮月饼470g,130.0,青发食品专营店,45.0,上海
1562,温碧霞推荐官妃燕燕窝月饼流心奶黄散装网红多口味中秋节礼盒装,248.0,官妃燕旗舰店,135.0,广东
1563,恩宝 丰镇月饼 内蒙古特产 传统糕点散装胡麻油多口味混糖饼 包邮,38.0,信誉一万,353.0,内蒙古
1564,巴黎贝甜月饼券票中秋月饼礼盒兑换提货券348型见月 全国通用,233.0,jurry999,25.0,上海
1565,祥禾饽饽铺老式提浆月饼礼盒非遗传承中秋蛋黄五仁送礼佳品多口味,128.0,祥禾饽饽铺,258.0,天津
1566,东北吉林靖宇老母家传统老式五仁什锦枣泥黑芝麻豆沙月饼中秋糕点,17.9,yangdapeng83,916.0,吉林
1567,稻香村糖醇福月无蔗糖月饼礼盒装无糖精钠中秋节礼品送礼长辈老人,158.0,鲜硕食品专营店,77.0,北京
1568,稻香村蛋黄莲蓉月饼100g 中华老字号中秋散装糕点心,12.0,天猫超市,319.0,上海
1569,稻香村月饼礼盒装姑苏颂礼玫瑰百果椒盐月饼中秋节送礼礼品团购,138.0,稻香村食品旗舰店,12.0,北京
1570,稻香村上品御典蛋广式黄莲蓉传统五仁豆沙枣泥京式多口味月饼礼盒,168.0,稻香村食品旗舰店,5.0,北京
1571,花满园一份心意中秋月饼莲蓉黑芝麻凤梨口味传统苏州老式月饼礼盒,128.0,绿森官方旗舰店,0.0,浙江
1572,五芳斋竹篮月饼礼盒福满中秋礼品广式月饼蛋黄莲蓉中秋节送礼团购,64.9,五芳斋官方旗舰店,52.0,浙江
1573,【99预售】知味观老式月饼酥皮传统酥饼多口味苏式椒盐散装美食,59.9,知味观官方旗舰店,16.0,浙江
1574,【99预售】知味观流心奶黄饼散装网红零食广式流沙蛋黄中秋节月饼,59.9,知味观官方旗舰店,7.0,浙江
1575,99预售【百草味-嘟嘟月饼形伴手礼240g/4只】蛋黄肉松中秋送礼,99.8,百草味旗舰店,12.0,浙江
1576,预售【百草味-心机月饼伴手礼240gx2盒】流心奶黄多口味中秋礼,89.8,百草味旗舰店,31.0,浙江
1577,星巴克月饼券票458型星悦中秋月饼礼盒提货券月饼票江浙沪用现货,293.0,c雨雨99,41.0,上海
1578,奇华饼家三丽鸥全明星联名款蛋黄奶黄月饼礼盒进口中秋送礼,198.0,奇华礼饼专家旗舰店,197.0,广东
1579,香港元朗荣华双黄白莲蓉中秋月饼礼盒装 送礼港式月饼740g团购,118.0,新港代购668,99.0,广东
1580,维斯商中秋大月饼1斤2斤台湾雪媚娘肉松芋泥紫薯豆沙板栗蓉,39.0,维斯商旗舰店,1106.0,江苏
1581,五芳斋月饼礼盒装蛋黄莲蓉豆沙多口味月饼竹篮礼盒广式中秋节送礼,32.9,五芳斋直销商城,4593.0,浙江
1582,广州酒家月饼双黄纯白莲蓉750g礼盒装广式蛋黄中秋企业团购送礼品,168.0,广州酒家宏侨专卖店,173.0,广东
1583,香港五仁叉烧大月饼一个装2斤3斤五斤超大中秋网红广式蛋黄莲蓉,49.9,嘉阳电子商务,3234.0,广东
1584,香港美心流心奶黄月饼粒粒冰初雪冰皮月饼礼盒进口中秋送礼港式,258.0,香港爱婴小铺,1711.0,广东
1585,北京稻香村中秋礼品高端广式老式蛋黄莲蓉双黄豆沙月饼礼盒装送礼,158.0,北京稻香村旗舰店,1984.0,北京
1586,木糖醇月饼广式无糖精食品中老年糖尿人专用中秋节送人礼盒装送礼,39.8,倍绝食品专营店,224.0,山东
1587,【新日期】秋香山东临沂秋香月饼 散装 苏式酥皮月饼20个六种口味,36.8,沂蒙名流,383.0,山东
1588,云腿月饼礼盒装宣威火腿散装红塔纸包酥红塔云南手工大个老式送礼,62.0,红塔食品旗舰店,336.0,云南
1589,新出厂迷你月饼小月饼5斤约85个五仁香芋绿豆水果凤梨多口味包邮z,36.89,酷菲特食品专营店,321.0,广东
1590,中国香港美心盛意奶黄月饼礼盒270g流心流沙蛋黄港式中秋送礼礼盒,248.0,天猫会员店,17.0,上海
1591,中秋无糖精苏式酥皮五仁椰蓉月饼食品糖尿人饼病人中老年孕妇专用,18.8,刘姥姥无糖健康馆,1016.0,上海
1592,中国香港代购进口美心月饼幻彩粒粒初雪冰皮月饼港版中秋送礼礼盒,235.0,ddm食品小铺,109.0,广东
1593,混糖饼红糖月饼无馅山西大同老式胡麻油月饼手工中秋月饼五仁礼盒,34.8,晋蒙土特产,196.0,山西
1594,YOTIME中秋节苏式月饼礼盒装荷花酥蛋黄桃山皮酥皮送礼品团购定制,158.0,yotime旗舰店,232.0,浙江
1595,元祖冰淇淋月饼券票中秋月饼礼盒提货券308型雪享月 全国门店通用,246.4,jurry999,56.0,上海
1596,1斤广西合浦五仁叉烧大月饼广式传统中秋北海老式手工一斤礼盒装,29.8,0503tegether,1175.0,广西
1597,久知味广式月饼礼盒600克8饼8味中秋送礼蛋黄糕点,39.0,天猫超市,10.0,上海
1598,利口福 蛋黄纯白莲蓉月饼750g 广州酒家中秋广式月饼,183.0,天猫超市,3.0,上海
1599,桃李花好月圆月饼礼盒600g 厚皮多口味京式五仁豆沙中秋蛋皮月饼,89.9,天猫超市,6.0,上海
1600,迪士尼快乐明星月饼礼盒480g中秋高档送礼酥皮多口味月饼零食团购,208.0,天猫超市,42.0,上海
1601,稻香村月饼蛋黄莲蓉奶油椰蓉苏式玫瑰多口味礼盒装中秋送礼团购,108.0,稻香村食品旗舰店,6.0,北京
1602,花满园经典沙龙月饼中秋黑芝麻莲子口味传统老式馅料十足礼盒送礼,168.0,绿森官方旗舰店,0.0,浙江
1603,花满园幸福相伴月饼多口味传统老式烘焙糕点礼盒包装高档送礼,66.0,绿森官方旗舰店,0.0,浙江
1604,【99预售】知味观风俗志中秋月饼礼盒装蛋黄莲蓉流心高档团购送礼,168.0,知味观官方旗舰店,10.0,浙江
1605,广州酒家 低糖蛋黄月饼礼盒630g广式月饼团购中秋节日送礼盒,168.0,广州酒家旗舰店,510.0,广东
1606,广州酒家 广府传奇月饼礼盒双黄纯白莲蓉金腿五仁中秋月饼送礼,208.0,广州酒家旗舰店,106.0,广东
1607,五芳斋蛋黄莲蓉月饼礼盒装广式多口味豆沙中秋送礼团福雅,79.0,五芳斋官方旗舰店,45.0,浙江
1608,五芳斋月饼礼盒装送礼多口味流心奶黄巧克力糯月饼望月中秋节团购,178.0,五芳斋官方旗舰店,30.0,浙江
1609,99预售【百草味-国潮茶月饼礼盒540g/9只】 多味奶黄流心中秋送礼,169.0,百草味旗舰店,30.0,浙江
1610,【直营】中国香港原装进口美心果仁五仁月饼740g港式特产中秋送礼,338.0,天猫国际进口超市国内现货,2.0,上海
1611,【直营】香港原装进口美心双黄豆沙月饼740g港式特产中秋送礼,338.0,天猫国际进口超市国内现货,4.0,上海
1612,米旗中秋悦礼广式月饼礼盒装450g 中秋节送礼礼品礼物团购,59.9,米旗官方旗舰店,1118.0,陕西
1613,仟吉 豆乳酪夹心减糖月饼散装网红豆沙馅红豆黑豆中秋小月饼礼盒,32.0,仟吉旗舰店,1384.0,湖北
1614,福海月饼 蛋黄白莲蓉月饼礼盒 广式吴川中秋月饼1斤装（500g*1）,69.0,福海月旗舰店,245.0,广东
1615,金九月饼3斤装 伍仁金腿大月饼礼盒1500g广东吴川特产中秋广式月,288.0,金九月饼特卖,30.0,广东
1616,万元和中秋高端《定制》月饼礼盒装企业印logo团购送礼礼品,128.0,万元和旗舰店,28.0,浙江
1617,中秋月饼礼盒装送礼高端双层提篮送人传统莲蓉蛋黄多口味团购,99.0,心胜塑料包装,201.0,四川
1618,杏花楼 特制玫瑰豆沙月饼礼盒 广式中秋送礼盒装上海传统老式礼品,138.0,杏花楼食品旗舰店,154.0,上海
1619,鲜品屋月饼礼盒装1230g老式月饼流心蛋黄莲蓉散装多口味中秋送礼,99.0,臻味食品旗舰店,146.0,福建
1620,味滋源提篮月饼礼盒装广式流心蛋黄莲蓉豆沙散装多口味中秋节送礼,49.0,味滋源旗舰店,70000.0,安徽
1621,中秋节月饼稻香村月饼礼盒金秋团圆600G广式莲蓉月饼礼盒装送礼,43.9,wangjiadong0510,753.0,江苏
1622,华美月饼御香月四喜月双黄白莲蓉月饼720g广式蛋黄礼盒团购送礼,83.9,宏侨食品专营店,124.0,广东
1623,中秋佳节广式月饼高档礼盒套装送礼品企业团购福利定制LOGO送员工,118.0,以桐食品专营店,123.0,浙江
1624,美心粒粒初雪冰皮月饼芒果柠檬朱古力水果馅港式中秋糕点礼盒480g,318.0,静观等待,85.0,广东
1625,老太阳堂台湾台式酥皮小吃蛋黄酥金月娘团购糕点心中秋节月饼礼盒,88.88,guessthink,180.0,上海
1626,广式五仁月饼1000g老式手工中秋软皮豆沙月饼散装 多口味礼盒装,8.9,tb393928990,10000.0,山东
